,ID,Created_at,Location,text,label
91626,86855,5/19/2011 22:08,42.26577 93.23939,Growing old is mandatory; growing up is optional. Chili Davis,0
91698,86938,5/18/2011 16:59,42.29437 93.39836,Too much coffee + too many great ideas (is there ever such a thing?) for the new school yr = too little sleep happening tonight!  #rscoc,0
92343,87537,5/18/2011 21:01,42.22279 93.34286,I am debilitated I hate this,0
92704,87858,5/18/2011 22:35,42.21717 93.39196,about to head out to the basketball game 21&lt;3,0
93001,88119,5/20/2011 16:46,42.23894 93.51219,The Burger king-King is such a creep  he makes the talking kool aid dude seem normal. Ohh yeaa! No...,0
93316,88468,5/20/2011 18:26,42.18439 93.35362,#Hurricane hasta Shannon me pone tonta en el video (??) ok no xDDDDDDDD,0
93904,89104,5/18/2011 11:07,42.23628 93.35362,Still knackered! Went bed at 2.30 woke up at 11am which is plenty of hours! Brews now till i come round :-),0
95126,90276,5/18/2011 17:04,42.241 93.35083,as he said goodbye  he drizzled kerosene around my heart and set fire to it's outer wall.,0
95205,90351,5/18/2011 23:34,42.22243 93.32966,Dinner is almost ready...oh yeah.,0
95399,90543,5/20/2011 16:59,42.28228 93.49022,omg wtf is this street fair???I just want some bread so I can eat lunch??,0
95630,90759,5/18/2011 21:58,42.23864 93.34843,YOUR SECOND HOME | LIVING AT THE SPA; The Resort as Residence,0
95981,91092,5/17/2011 17:23,42.18528 93.37959,i found my half of the Double Happiness keychain. there is a god.,0
96016,91123,5/19/2011 16:23,42.28464 93.41713,Aw Jakers is taking a nap on my leg,0
96041,91154,5/19/2011 9:51,42.23127 93.37519,is eating/drinking Halo-Halo from Goldilocks !! Yuuumm !! ^^ then park with the fam and/or the beach ! ((;,0
96142,91253,5/18/2011 1:01,42.24601 93.34883,Wtf he has 4 beautiful cars and she may PICK one ;o,0
96891,92016,5/19/2011 21:01,42.2068 93.42472,In His love is my hiding place.....,0
97126,92222,5/20/2011 18:01,42.23687 93.34883,A truly happy person is one who can enjoy the scenery on a detour.,0
97472,92591,5/19/2011 4:53,42.2127 93.39357,I went to sleep a little after 1am and was wide awake at 8am  without my alarm?! What madness is this?,0
97519,92636,5/18/2011 21:40,42.24189 93.36641,The third kittens name is Kat  with a 'K'  not a 'C'. Yeah  we break the rules.,0
97981,93028,5/20/2011 17:24,42.2752 93.25417,My god  G-Dragon is pure love. #Kwon Jiyong.&lt;3,0
98457,93447,5/19/2011 14:00,42.24896 93.28612,Trying to set up a bbm but right now I feel my smart phone is smarter than I am,0
98560,93547,5/19/2011 14:05,42.28611 93.28333,Can't believe thiiiz shiit is August already maayne!,0
99426,94426,5/18/2011 7:59,42.22184 93.3704,can't stand this. Tyler is of declining health,0
99562,94574,5/18/2011 18:47,42.23275 93.32806,BIG DEAL; Every Man For Himself,0
99586,94594,5/17/2011 1:12,42.23304 93.53536,Looks like it's going to be a lazy Saturday.,0
99839,94823,5/17/2011 18:48,42.21741 93.33006,Right. So where is this #newtwitter then? Hmm?,0
100111,95072,5/19/2011 3:08,42.20533 93.33805,Dey name da condoms FIRE&ICE it should have been HOT&SPICEY because I didn't never feel da ICE PART....,0
100613,95478,5/19/2011 20:55,42.21093 93.39277,Happy 223rd Birthday to our Constitution! I am fighting every day to protect and defend it!,0
100663,95540,5/18/2011 7:25,42.21122 93.37879,My son just told his very NASCARific grandpa that racing is not a sport. Let the fun begin :-),0
100859,95737,5/20/2011 22:34,42.20798 93.32926,Ur weave is Idian Remy but when u try it curl it starts to sizzle...girlbye!,0
101512,96345,5/17/2011 17:01,42.21977 93.39596,E-Readers Under Christmas Trees May Help E-Books Take Root,0
101637,96466,5/20/2011 23:25,42.21771 93.34364,gak ada yang mau ajak aku jadi KISS ME indonesia ta? mau ikuuuutt,0
101801,96622,5/17/2011 9:08,42.18085 93.54255,I hope everyone is alright I saw Smog town had an explosion,0
102821,97539,5/17/2011 16:30,42.22449 93.34683,Today would have been much better if I didn't cut up my fingers with every single haircut I did. Guess I'm a little distracted.,0
103056,97797,5/18/2011 19:27,42.20798 93.41074,Must Tenant Show Up to Renew a Lease?,0
103432,98187,5/20/2011 4:02,42.23628 93.35003,Cigarettes are literally designed to just (1) Make you addicted and (2) Kill you. Why don't my friends just smoke pot like sensible peop,0
103433,98188,5/19/2011 14:15,42.18462 93.47832,I just got loss of appetite I am sick of being on my toilet,0
105280,100122,5/19/2011 19:05,42.2254 93.34918,this a runny nose cant get any worse and i dont think tonight could possibly get worse,0
105930,100765,5/17/2011 0:25,42.18646 93.3033,This is for the chicks that be handling they business,0
106128,100926,5/20/2011 3:40,42.23157 93.34444,Gillard will probably wear a tailored jacket with an unfussy top in a contrasting colour...,0
106226,101028,5/19/2011 21:31,42.25456 93.55693,why is there a bit of fry and laurie in this ikea,0
106508,101275,5/19/2011 10:32,42.22744 93.30889,Haha ada Nexian pake os Android  mantep juga :D,0
106563,101310,5/17/2011 14:41,42.21063 93.38877,I DON'T KNOW HOW TO GET THE #NEWTWITTER!!,0
106719,101453,5/17/2011 0:53,42.23363 93.34244,Man my stomach on fire. #ineedfood,0
107084,101789,5/20/2011 17:13,42.23039 93.26535,LETTERS; The First 50 000 Words,0
107146,101829,5/19/2011 0:13,42.21034 93.39716,Alright  I understand that this is your favorite pen; you've said it 6 times. But it's a Bic  they come in hundred packs at Dollar Tree.,0
107506,102168,5/17/2011 13:24,42.2295 93.33006,its FINALLY august. this is my month :),0
107876,102510,5/20/2011 11:07,42.2239 93.46266,Dear Starbucks in the UC: my white chocolate mocha and blueberry muffin were amazing. Thank you. :),0
108275,102853,5/20/2011 11:11,42.26695 93.46506,they said it hurts to move. Dylan is hospitalized,0
109952,104330,5/17/2011 18:00,42.22891 93.19546,What am I afraid of? This is what dreams r supposed to be made of..,0
110135,104490,5/20/2011 3:26,42.21017 93.55682,had a terrible day and has been a horrible night this a sore throat is so annoying,0
110413,104759,5/17/2011 5:53,42.23275 93.31488,Ff een google account aangemaakt  extra mail  ivm google latitude,0
111762,106052,5/20/2011 4:33,42.25014 93.2993,Kut nu is ie weer weg!,0
112002,106273,5/17/2011 1:55,42.23334 93.34763,Gudd Morning EveryOne .... Hope EveryOne Has A Blessed Day .... God Is Good All The Time And He Does Things 4 A Reason Just Remember Tha,0
112069,106333,5/18/2011 21:12,42.24778 93.54574,Twitter is breaking apart like the matrix! #newtwitter,0
112295,106535,5/20/2011 17:07,42.23216 93.33086,Wow...jus realized its August alrdy! My bday is the 24th of this mth! I need ideas on wat 2 do this yr! Low-keyish yet fun! Go out of to,0
112418,106649,5/19/2011 23:39,42.26164 93.29052,I am bedridden this night isn't going to be fun,1
114452,108608,5/17/2011 15:17,42.18233 93.52657,that black pearl took grand dad back to his african roots #boondocks,0
114633,108765,5/17/2011 16:23,42.26783 93.42951,#randomtweet some men are just gonna cheat regardless of how good their wife is,0
115976,109928,5/17/2011 16:09,42.26901 93.39157,POLITICAL TIMES; Voter Disgust Isn't Just About Issues,0
116292,110230,5/19/2011 16:21,42.23216 93.34604,Southern Discomfort,0
116433,110344,5/20/2011 11:10,42.25751 93.44789,I was happy b4 you came around...then you became my happiness...now ur gone....,0
116492,110409,5/19/2011 17:23,42.17908 93.31089,this is my longest dailybooth stalking session.,0
116615,110558,5/20/2011 19:59,42.241 93.3045,Leno's first monologue back was more hideous than an on fire businessman plummeting from the North Tower.,0
117096,111064,5/18/2011 12:27,42.2295 93.34883,Who's the Boss  You or Your Gadget?,0
117192,111153,5/17/2011 13:42,42.22095 93.19706,In wine there is wisdom in beer there is freedom in water there is bacteria.,0
117548,111490,5/17/2011 9:34,42.29024 93.41473,Se alguem me patrocinar com um cel android coloco seu link ou sua marca no meu bg,0
118294,112113,5/19/2011 18:48,42.21388 93.35722,What's On Today,0
118734,112534,5/20/2011 16:37,42.22213 93.3692,this bed is so comfortable. ill be knocked soon.,0
118826,112620,5/20/2011 22:10,42.20379 93.44737,this case of shock getting really annoying of all peeps why me,0
118894,112690,5/20/2011 23:15,42.20975 93.38078,2006 Jordan fire red 3s on my feet so I'm playin jordan 3s - curren$y #np,0
119493,113273,5/18/2011 4:37,42.20385 93.38278,Ooh there is an x-files triple bill from season 1 on. Guess I know what I'm doing till my parents turn up with my cats,0
119909,113699,5/17/2011 3:19,42.20562 93.35642,La crisis elimino eso  de comer mucho en diciembre  ahora se bebe principalment #randomtweet ...,0
120810,114560,5/19/2011 20:33,42.19088 93.37759,Ashley is of declining health just want them to feel better,0
120827,114567,5/20/2011 20:58,42.21692 93.3884,ER here I come I caught a terible chest pain,1
121969,115625,5/20/2011 22:01,42.16994 93.40994,Having a personal driver is so dope!,0
123004,116617,5/20/2011 5:13,42.20768 93.33206,hopefully they get plenty of rest. Jasper is dreadfully ill,0
123108,116702,5/19/2011 21:09,42.20945 93.38118,THE ETHICIST; Disheartening Talk,0
123423,117007,5/19/2011 6:49,42.20208 93.38398,Altijd als het warm is doen meisjes geil -___-',0
124449,118001,5/19/2011 3:15,42.17053 93.30609,How can Brown say he wants more home ownership when it is falling for the first time since records began?#leadersdebate,0
124781,118296,5/18/2011 23:02,42.24248 93.43151,Satisfaction is what we all seek,0
125301,118797,5/18/2011 21:12,42.23304 93.3676,Falling in love is easy  a lifetime of love is a miracle,0
125900,119428,5/17/2011 5:44,42.27874 93.3684,Is missing someone!,0
126160,119677,5/17/2011 11:31,42.24867 93.54934,We are going to see 'the real' Julia Gillard now? is our temp pm bi-polar? would you seriously vote for this woman? yikes! #ausvotes,0
126277,119786,5/18/2011 13:28,42.23982 93.32567,is envious of my parents' double date: two movies in one evening! =),0
126650,120109,5/18/2011 0:38,42.23481 93.26655,Prayer can make u stop doin wrong   or doin wrong can stop u from praying #choose,0
127623,121088,5/19/2011 20:23,42.26539 93.28955,I have come down with a a sore throat getta pass out,1
127667,121139,5/19/2011 17:03,42.20356 93.3672,I'm sorry that this tweet has nothing to do with #LoganLerman  but does anybody have the #NewTwitter yet? I just wanna know what it's li,0
127728,121190,5/19/2011 23:33,42.21712 93.36361,Lol! Jon is not digging my dodgy traffic tips. Drive it like you stole it  Jew.,0
127733,121193,5/19/2011 8:16,42.27019 93.54255,The devil says 'there is no way out!' Jesus says 'I AM the Way  the Truth & the Life!' Who will you believe?- Zechariah3,0
127769,121229,5/19/2011 12:59,42.16712 93.55084,this stomach ache getting really annoying gah my stomach,0
127953,121424,5/18/2011 7:40,42.22095 93.54774,6 ACHAM Q SAO MASSA AI MAS NAO GANHARAM NEM 1 PRESENTE NO NATAL,0
128010,121469,5/18/2011 17:15,42.21535 93.38797,Natalie has declining health If only I was a doctor...,1
128014,121470,5/18/2011 23:53,42.23452 93.35522,Despicable me is awesome! I am gonna buy the dvd!,0
128217,121666,5/17/2011 12:28,42.20533 93.40036,Alma 29:1 O That I Were an Angel,0
128239,121698,5/18/2011 19:36,42.23127 93.3045,Sigh my watch is like so rare lo... Cannot be found...,0
128363,121813,5/20/2011 6:44,42.24454 93.45268,Honesty is the best policy,0
128825,122271,5/20/2011 15:22,42.20297 93.39237,I'm so glad I don't hate my job.,0
129504,122873,5/19/2011 9:58,42.18705 93.52298,Our show is definitely female-centric but I wouldn't call it slow,0
130417,123737,5/17/2011 21:28,42.22626 93.33965,Q. Where To Bend Elbow And Mind?,0
130542,123845,5/17/2011 7:42,42.25928 93.41074,Attention Shoppers: Vehicle X-ing Ahead,0
130630,123953,5/17/2011 7:49,42.23452 93.55293,I occasionally dream about Paul Molitor.  Then I wonder what he's up to and hope he is happy.,0
130669,123982,5/20/2011 3:23,42.17525 93.34244,Man Said My English Is Not Very Well,0
130693,124001,5/17/2011 19:09,42.21093 93.3728,I feel like all i do is work and sleep :/,0
131376,124681,5/17/2011 7:39,42.18852 93.32287,Is it bad that now that Eggs is gone  I think Jason is the only hot guy on true blood?,0
132027,125310,5/18/2011 21:39,42.22184 93.368,Ignore random 'is' please,0
132435,125769,5/18/2011 6:12,42.21712 93.32127,check out my youtube:),0
132505,125838,5/20/2011 4:29,42.20385 93.34244,hellloooooooooooo August. Time is flying these days.....,0
132793,126074,5/17/2011 20:05,42.23746 93.35922,The possibility that I might be auditioning for American Idol makes me so excited! :D,0
133334,126532,5/17/2011 17:44,42.26724 93.43431,reading up on Nietzsche's 'God is dead' theory.. don't crucify me just yet though.,0
133757,126922,5/19/2011 21:51,42.23687 93.55932,i found a good fancam of junho's solo from today but the fangirl is literally sobbing her eyes out,0
133859,127036,5/20/2011 20:44,42.17336 93.38915,good evening this case of shock is making it tough to have a life,0
133965,127124,5/17/2011 16:59,42.20798 93.33086,What are Christian Conservatives doing to help the least amongst us? #p2 #tcot #GOP #dems #teaparty #sgp,0
133991,127166,5/19/2011 22:04,42.23717 93.36601,What u won't do is BORE me...... especially not an empty stomach..,0
134644,127733,5/18/2011 22:44,42.20827 93.36041,wtf rob texted me so I called him back... all I hear is a cojunto lol at 1am on a sunday!!! he's crazyyy,0
135415,128489,5/19/2011 10:43,42.18705 93.47704,This is not over  BEARS!,0
135941,128957,5/18/2011 14:32,42.21329 93.32886,'The Shortest Speech in History',0
136422,129380,5/18/2011 22:53,42.27402 93.48184,right winged extremist terror risks!!! ROFL!!!,0
137127,130065,5/19/2011 21:48,42.23452 93.34843,Ahaa i've taught my friend well..she is now a BELIEBER. :) &lt;3,0
138783,131644,5/17/2011 3:58,42.19795 93.39237,getting ice cream...when i order im gonna order in a british accent hehe,0
139445,132261,5/19/2011 14:55,42.23923 93.35762,I hate this. Kayla is sick,1
140021,132819,5/20/2011 8:45,42.20412 93.4481,wonder if I'll be able to fall asleep... this case of shock getting really annoying,0
140207,132987,5/17/2011 22:08,42.26901 93.47025,''she is better than the girl of my dreams. Man  shes real.'',0
140261,133036,5/19/2011 21:03,42.21624 93.32167,alsof zijn muziek leuk is.. daar krijg ik kots neigingen van :p,0
140283,133071,5/17/2011 2:30,42.21063 93.29172,I want #newtwitter :( Do profiles look the same or did they change too?,0
140308,133101,5/19/2011 11:10,42.20533 93.35882,Frugal Europe  On Foot,0
140469,133264,5/19/2011 15:51,42.2183 93.33925,If I had 3 dollars I would spend it on safeway chocolate chip cookies. That is money well spent. =).,0
140622,133408,5/17/2011 9:53,42.19943 93.36601,You really got a hold on me and all I want you to do is hold me,0
140756,133581,5/18/2011 3:42,42.18852 93.55693,oooh burn! 'my wife & I know what its like to raise a family' ouch! Not all of us have families! #debate #ausvotes,0
140800,133626,5/17/2011 17:42,42.28405 93.44349,tomando expresso americano  starbucks chocolate cheesecake mientras llueve  con una platiquita amena....Kari...will miss u!,0
141196,134017,5/17/2011 5:54,42.29555 93.30689,Debate was good. Julia Gillard seems like she will still be the one to win the election at this point. #election,0
141249,134044,5/18/2011 14:35,42.21771 93.34004,Omg.. My birthday is over in 20 minutes!! Noooo,0
141577,134381,5/19/2011 1:45,42.22095 93.21263,hey saturday!!,0
141684,134470,5/19/2011 13:20,42.18088 93.48415,Trucks are on fire. traffic will never move now,0
142027,134774,5/20/2011 13:20,42.21417 93.37439,This life i live is great!,0
142709,135443,5/19/2011 14:17,42.20297 93.42871,Don't like thinking much on Sunday. One day to rest my brain.,0
142741,135480,5/20/2011 4:13,42.22862 93.56292,Playing around with #newtwitter. It's great seeing websites become more app-like. Huge usability win.,0
142763,135488,5/20/2011 0:00,42.21977 93.36596,this a runny nose is so annoying need to go to the doctor's office tomorrow,0
142915,135678,5/19/2011 12:30,42.24336 93.51738,lao niang play neopets fun sia use cheats all SNOWAGER IS AWAKE SIAN,0
143555,136297,5/20/2011 0:09,42.2923 93.237,question are 'all we need is every one' and 'run' new songs of  maNga?,0
144305,137034,5/17/2011 20:16,42.28051 93.5054,There is no chance unless you take one. #Mojo,0
144483,137201,5/19/2011 15:04,42.22685 93.27214,the notebook. this is love..,0
145008,137711,5/18/2011 16:26,42.23953 93.35442,UGHHHHH! How the F$%&# do I lose 2 car titles??? HOW?! I'm so organized but i still can't find even one of them!,0
145772,138384,5/20/2011 17:18,42.2466 93.43311,Love is a flint that sparks a flame that will either flicker and burn out  or continue with a warming glow.,0
146040,138623,5/19/2011 11:29,42.19501 93.32047,This movie i think is about temptation,0
147340,139842,5/19/2011 19:12,42.2298 93.37999,sera por esas filtraciones de los #cablegate que leonel ahora aparece en un spot muy interesado por el pueblo primero en su vida de ese,0
147593,140087,5/19/2011 14:57,42.16346 93.42392,The Ring of Fire was one of Adam's best performances on idol.,0
147702,140195,5/20/2011 7:29,42.21358 93.33126,Wow today is 15th anniv. Of the 'Purple Tape' the soundtrack for summer 95 #hiphop,0
147922,140424,5/17/2011 3:00,42.19412 93.52218,This character is me 5 years ago  before any kind of enlightment came into my life.,0
148333,140814,5/20/2011 6:44,42.22361 93.36361,Keep yourself clean and pure and worthy. #ldsconf,0
149120,141549,5/18/2011 17:01,42.17348 93.45148,WTF is #NewTwitter ????,0
149527,141986,5/18/2011 1:28,42.29024 93.53456,Lmaooo-granddad!! STOP SNITCHIN #boondocks,0
149663,142104,5/20/2011 0:43,42.26577 93.42911,What God doesn't keep us from He is able 2 deliver us in.  Shadrach  Meshach  and Abed-Nego in the fire and Daniel in the Lions den-Dan,0
150413,142835,5/17/2011 0:28,42.21063 93.35203,Yah ppl up early for a Saturday mornin...but anyways...I'M UP...let's get this day started,0
150588,142989,5/17/2011 21:38,42.18734 93.48144,Well  the fake page is private now  but I can still see it....,0
150613,143001,5/17/2011 2:33,42.20533 93.33845,going for a morning walk :) this is the best time to do them. its not hot out!,0
150649,143033,5/17/2011 2:27,42.17171 93.42392,SPORTS BRIEFING | FIGURE SKATING; Closing In on a Third Title,0
150823,143225,5/19/2011 21:37,42.27373 93.54215,So you can #runandtelldat ...homeboy! Lmao Antoine Dodson is too much!,0
150938,143339,5/18/2011 21:40,42.21859 93.35602,is about to watch 'The Last Airbender' in 3D. I'm excited :),0
150966,143371,5/18/2011 10:39,42.22937 93.34786,this convention filled with technology is missing some stuff I expected gonna be a rough day,0
151313,143690,5/18/2011 7:57,42.27638 93.49182,INCEPTION is the new BROKEBACK MOUNTAIN as far as parody trailers are concerned.,0
151896,144220,5/18/2011 23:49,42.24896 93.47345,Oh! #failwhale is still lives..Got my first #failwhale after crossing over to #newtwitter,0
152195,144500,5/20/2011 2:04,42.22068 93.32492,a new night a new sickness this a temp of 101 has me begging for mercy,1
152300,144612,5/18/2011 16:05,42.24248 93.35602,When Unified Party Government Is Not,0
152528,144811,5/17/2011 13:51,42.22538 93.34004,Going to catch a Longhorns bball game. Expanding my comfort zone is difficult but needs to be done nevertheless.,0
152570,144855,5/17/2011 23:48,42.20709 93.28852,--- Good Saturday Morning ... To You and Yours! ---,0
152780,145051,5/18/2011 0:07,42.22272 93.3732,Since its saturday its no plastic bag day..gotta pay all plactic 20sen each..mothaa eff heheheh,0
153012,145254,5/19/2011 14:17,42.24248 93.33965,What Gives | Mother's Day,0
153320,145550,5/19/2011 16:36,42.29879 93.21024,Yo my mind be all over the place. Lol.,0
153651,145916,5/18/2011 19:40,42.20916 93.38039,today's p*nt**S is blue and white with kitten on it,0
153718,146010,5/19/2011 15:43,42.25574 93.38198,nooooo. kerian is going to die):,0
154372,146642,5/20/2011 16:44,42.19972 93.36321,Meh. Email on my #BB is still wonky.,0
154588,146892,5/17/2011 16:33,42.21211 93.33325,O perfect tommarow is Monday I hate Mondays! Well back to the bizzy schedule,0
154820,147132,5/18/2011 2:28,42.27815 93.47265,Aye my mexico is the sweetest ...lock,0
155239,147539,5/19/2011 16:20,42.21948 93.35123,Ksssst Roemer  terug je hok in. Hoe vaak moeten we nog zeggen dat de SP niet de oplossing is.,0
155662,147951,5/20/2011 0:44,42.28287 93.29571,#whitegooglesearches Diddy  P.Diddy  Puffy  Puff Daddy  Sean Combs  Identity Crisis?,0
156710,148893,5/17/2011 6:07,42.24248 93.33845,I love this feeling  its better then having money.the thing we should really be yarning for is self discovery.growth.living life..,0
158824,150835,5/18/2011 7:07,42.17348 93.43111,Think I'm going to take a break from Red Dead Redemption and fire up Alan Wake's 'The Signal' tonight.,0
159095,151137,5/18/2011 15:37,42.241 93.35882,Homemade cooking is overrated.  Nothings says 'I love you' like a restaurant reservation on a hot summer night,0
159964,152020,5/19/2011 22:51,42.19294 93.46753,I am throwing up if anyone needs me I will be at home,0
160115,152147,5/19/2011 16:25,42.29083 93.44749,I don't know why  but I hate House vs Hurricane so much.,0
161295,153170,5/18/2011 21:23,42.2867 93.46945,IOS4 is really great,0
161461,153335,5/18/2011 6:33,42.21918 93.36002,Leviticus is such a great book.,0
162034,153853,5/20/2011 2:56,42.17791 93.34923,In India  the Premji Foundation Tries to Improve Public Education,0
162404,154185,5/18/2011 21:28,42.18734 93.46746,He is now walking in my footsteps  where I once worked~ rofl,0
162893,154669,5/17/2011 14:20,42.2183 93.27933,Woah... this is kinda heavy...,0
164010,155708,5/20/2011 7:40,42.20651 93.37879,#boondocks !!!,0
164012,155709,5/17/2011 12:47,42.22596 93.33126,First day back after #vacation isn't going as badly as I thought.  #Dev team is only 3-4 days behind.  They were 36hrs ahead when I left,0
164605,156243,5/17/2011 23:45,42.20297 93.3732,Why I still dont have #newtwitter interface? What is wrong with it? :(,0
164726,156382,5/19/2011 8:44,42.24837 93.25856,Besok pagi mau fitness dan berenang :D aseeek oyeeeh,0
164874,156534,5/18/2011 20:51,42.22213 93.3684,But for the record I have no issues with Twitter which is wonderful and lovely :P,0
164989,156637,5/20/2011 13:30,42.21122 93.32886,jijik aku Liak esemesmu ama diia :3,0
165317,156949,5/19/2011 19:15,42.23953 93.35323,BUY OF THE WEEK; Midtown,0
165681,157314,5/19/2011 17:15,42.21476 93.32966,Man she is good...,0
165740,157367,5/20/2011 17:58,42.27343 93.37479,i haven't watched it i just have an idea what celeb. rehab is for.. i can't believe chris kline is an addict.i'm not sure to...,0
165820,157434,5/17/2011 0:27,42.17112 93.54894,This is why I hate love! Go to Hell! Stupid love! EH.,0
166634,158233,5/18/2011 4:59,42.25545 93.41593,I don't think a can is supposed to rattle and pop this much,0
167004,158620,5/18/2011 13:25,42.2239 93.24219,alliance leicester online banking is still down - that 4 weeks now!!,0
167972,159498,5/19/2011 11:05,42.27196 93.54215,Formula One is so boring  no action on the track... *yawn*,0
168119,159608,5/19/2011 15:56,42.22874 93.3353,well the saying goes it could always be worse... I caught a a runny nose,0
168596,160068,5/18/2011 23:17,42.22302 93.32527,Yes  twitter is useful. No  you shouldn't tweet every single idea you have right then and there.,0
168658,160116,5/19/2011 4:21,42.23334 93.32686,Nice weather which is a relief as am at Sports day with the kids in Regents Park. Hope I win the egg & spoon,0
168739,160186,5/17/2011 13:12,42.23334 93.33765,#ghettocrayoncolors stone washed,0
168786,160227,5/18/2011 5:27,42.2068 93.33325,why is the weather today so cold!!!!,0
169309,160690,5/17/2011 20:54,42.1838 93.40195,This is mah frawin point; if iet dnt happen 2daiii; well let's jus say actions speak louder den words! So let's c;),0
169313,160693,5/17/2011 21:23,42.21859 93.33925,Life is a comedy for those who think  and a tragedy for those who feel,0
169327,160713,5/19/2011 11:51,42.22361 93.44709,this loss of appetite has me wishing I was somewhere else and I so need to lay down,0
170201,161604,5/17/2011 19:40,42.23628 93.35163,IMF's Strauss - Kahn Says Ireland Can Manage Well,0
170262,161658,5/19/2011 5:54,42.20739 93.3704,Jus sittin here tryin to calm down. The onli way I can calm down is by thinging of him,0
171584,162846,5/19/2011 16:14,42.22567 93.3692,TBR; Inside the List,0
171855,163127,5/20/2011 0:07,42.24778 93.33006,A Connection Missed,0
172374,163576,5/17/2011 17:22,42.17614 93.55613,massive smoke cloud I heard Smog town had an explosion,0
172414,163621,5/19/2011 14:03,42.18822 93.34404,#soyourmadbecause one titty is bigger then the other.....,0
172480,163683,5/18/2011 6:14,42.21918 93.35283,Aw my Boo is still sleep . & SN I hate mondays ughh,0
172574,163773,5/19/2011 23:33,42.21653 93.35083,I think Jon Bones Jones is the most exciting fighter in the UFC!,0
172818,163988,5/17/2011 2:43,42.22272 93.3053,Making my reel is HARD AS HELL!!!,0
173746,164902,5/20/2011 13:16,42.25987 93.37639,BIG CITY; From No Home to Back Home on Broadway,0
174727,165762,5/17/2011 21:40,42.23894 93.35163,Is the Hurricane video out yet?,0
175032,166046,5/17/2011 8:16,42.21506 93.32607,Haven't tweeted in 4ever  finished the bike found out I was pregnant. Cash is now 8 wks old...going riding soon.,0
175370,166367,5/19/2011 22:52,42.25741 93.3986,this a runny nose had me down for the count and tonight is not cool,1
175570,166567,5/20/2011 14:57,42.19353 93.3696,Why is #logonstudio not working?,0
175616,166606,5/17/2011 18:23,42.21329 93.53176,Ja na sala de aula.,0
175968,166877,5/18/2011 1:49,42.21388 93.3712,Me and my father.. The relationship is so non-existant.. Every conversation is so akward :l #Fail,0
176062,166977,5/18/2011 20:55,42.21152 93.38997,physical therapy sucked today. pretty sure my hips gonna fall off or explode.,0
176677,167540,5/18/2011 19:33,42.21653 93.35842,Stars  Cameras And Theatrics: It's All at Court,0
177018,167888,5/20/2011 15:21,42.22449 93.38039,the soup is hilarious!,0
177241,168095,5/17/2011 16:46,42.27933 93.3692,Just got inside the hurricane simulator!! That thing is awesome :) breeezzzzyyy!!!,0
177289,168143,5/18/2011 16:10,42.23569 93.34644,now I know baby! internet is sooooo good :) yeah  knew that a long time ago  fearless is almost done :) g'night all :) characterbuilding,0
177478,168325,5/18/2011 23:10,42.20651 93.33605,The rhode island version of the situation is currently sitting next to me.,0
178157,168943,5/17/2011 21:32,42.17938 93.45108,Is in love with mcdonalds new strawberry banana smoothies... Yummmm...,0
178193,168979,5/18/2011 6:39,42.24837 93.5094,why is everyone trending #happysungminday ? anyone who can tell me??,0
178553,169298,5/18/2011 11:08,42.2295 93.25697,Only silence is great; all else is weakness.,0
178928,169630,5/20/2011 21:28,42.1726 93.41593,the art of seduction is a quality book,0
179647,170266,5/20/2011 22:29,42.22272 93.20864,Building a Bridge Of (and to) the Future,0
180712,171369,5/18/2011 4:02,42.2469 93.46226,just picked up nana and the first thing she say is 'awh look at dem lil itty bitty feet' lmao #loveyounana,0
181292,171889,5/20/2011 20:08,42.21771 93.35243,Nine west-Marquee is having additional mark down on their stocks.. Some shoes are as low as 595.-- I want! :(,0
181416,171988,5/19/2011 17:59,42.16935 93.55772,I've always wondered why #Twitter is so addicting ?? hmmm,0
181624,172229,5/18/2011 16:50,42.18764 93.55812,Chega convite #NewTwitter,0
183468,174005,5/17/2011 20:28,42.21063 93.37959,#newtwitter #reallymeans NOTHING!!!,0
183707,174225,5/19/2011 17:03,42.22685 93.55812,'T is saai bij redania thuis.,0
184502,174980,5/19/2011 22:23,42.19088 93.32247,James is of declining health can't stand this,0
184929,175397,5/19/2011 16:50,42.23805 93.3672,AP: 100 days later  BP taps new CEO  seeks fresh start.,0
184996,175445,5/17/2011 1:42,42.20474 93.38877,That apple pecan salad from Wendys was alright.,0
185338,175798,5/18/2011 19:37,42.21712 93.42352,I hate this. Troy has declining health,0
186254,176637,5/19/2011 19:45,42.20383 93.48554,this loss of appetite getting really annoying and getting used to seeing the toilet all day,0
187661,177994,5/20/2011 10:50,42.19088 93.53296,{Stands in the garden and screams at the top of my lungs towards the castle} WHERE IS EVERYONE?!,0
188153,178506,5/18/2011 13:50,42.22196 93.35721,I heard from a friend the convetion is gonna be great would have been better off at home all day,0
188556,178926,5/20/2011 13:02,42.22538 93.3732,recap of weekend. Fun hangover friday  sat  but not sunday  this weekend proved dat i can change my name 2 Franky 'The BP Prodigy' Fuent,0
188664,179032,5/19/2011 13:20,42.21034 93.32207,#CAMA.. dar uma lida na materia..amanha tem jogo..tem  a querida P3 vamos ver qq da ne. #beijokastwitteiros,0
188733,179108,5/20/2011 19:32,42.21771 93.35722,A fanatic is a man who consciously over compensates a secret doubt.,0
189069,179488,5/19/2011 15:49,42.26901 93.55972,Last Exorcism? must watch the trailer. Can anyone give me a link or is it in Youtube?,0
